d5bbc6d80dba11ecb1e81171463288e9	30321533	1
d5bbc6d80dba11ecb1e81171463288e9	30278153	1
d5bbc6d80dba11ecb1e81171463288e9	30095223	0
d5bbc6d80dba11ecb1e81171463288e9	30388945	0
d5bbc7640dba11ecb1e81171463288e9	30231228	1
d5bbc7640dba11ecb1e81171463288e9	30290977	1
d5bbc7640dba11ecb1e81171463288e9	30284514	0
d5bbc7640dba11ecb1e81171463288e9	30367226	0
d5bbc8cc0dba11ecb1e81171463288e9	30325101	1
d5bbc8cc0dba11ecb1e81171463288e9	30114251	1
d5bbc8cc0dba11ecb1e81171463288e9	30072672	0
d5bbc8cc0dba11ecb1e81171463288e9	30301415	0
d5bbc91c0dba11ecb1e81171463288e9	30130131	1
d5bbc91c0dba11ecb1e81171463288e9	30016037	1
d5bbc91c0dba11ecb1e81171463288e9	30090020	0
d5bbc91c0dba11ecb1e81171463288e9	30360448	0
d5bbc9760dba11ecb1e81171463288e9	30187306	1
d5bbc9760dba11ecb1e81171463288e9	30293104	1
d5bbc9760dba11ecb1e81171463288e9	30054882	0
d5bbc9760dba11ecb1e81171463288e9	30245845	0
d5bbc9bc0dba11ecb1e81171463288e9	30033889	1
d5bbc9bc0dba11ecb1e81171463288e9	30129836	1
d5bbc9bc0dba11ecb1e81171463288e9	30100461	0
d5bbc9bc0dba11ecb1e81171463288e9	30285232	0
d5bbca840dba11ecb1e81171463288e9	30023966	1
d5bbca840dba11ecb1e81171463288e9	30263062	1
d5bbca840dba11ecb1e81171463288e9	30304057	0
d5bbca840dba11ecb1e81171463288e9	30076843	0
d5bbcb1a0dba11ecb1e81171463288e9	30027042	1
d5bbcb1a0dba11ecb1e81171463288e9	30001436	0
d5bbcb1a0dba11ecb1e81171463288e9	30056706	0
d5bbcb740dba11ecb1e81171463288e9	30206794	1
d5bbcb740dba11ecb1e81171463288e9	30370599	0
d5bbcb740dba11ecb1e81171463288e9	30093979	0
d5bbcbc40dba11ecb1e81171463288e9	30183882	1
d5bbcbc40dba11ecb1e81171463288e9	30075332	0
d5bbcbc40dba11ecb1e81171463288e9	30319441	0
d5bbcc140dba11ecb1e81171463288e9	30235627	1
d5bbcc140dba11ecb1e81171463288e9	30066193	0
d5bbcc140dba11ecb1e81171463288e9	30238656	0
d5bbcc5a0dba11ecb1e81171463288e9	30269843	1
d5bbcc5a0dba11ecb1e81171463288e9	30067888	1
d5bbcc5a0dba11ecb1e81171463288e9	30152710	0
d5bbcc5a0dba11ecb1e81171463288e9	30201224	0
d5bbccb40dba11ecb1e81171463288e9	30344987	1
d5bbccb40dba11ecb1e81171463288e9	30353958	0
d5bbccb40dba11ecb1e81171463288e9	30076164	0
d5bbcdfe0dba11ecb1e81171463288e9	30362819	1
d5bbcdfe0dba11ecb1e81171463288e9	30178188	0
d5bbcdfe0dba11ecb1e81171463288e9	30310907	0
d5bbce580dba11ecb1e81171463288e9	30269201	1
d5bbce580dba11ecb1e81171463288e9	30175620	0
d5bbce580dba11ecb1e81171463288e9	30192943	0
d5bbceb20dba11ecb1e81171463288e9	30358321	1
d5bbceb20dba11ecb1e81171463288e9	30165855	0
d5bbceb20dba11ecb1e81171463288e9	30013922	0
d5bbcf020dba11ecb1e81171463288e9	30268678	1
d5bbcf020dba11ecb1e81171463288e9	30093188	0
d5bbcf020dba11ecb1e81171463288e9	30254020	0
d5bbcf480dba11ecb1e81171463288e9	30292446	1
d5bbcf480dba11ecb1e81171463288e9	30214597	0
d5bbcf480dba11ecb1e81171463288e9	30327071	0
d5bbcfa20dba11ecb1e81171463288e9	30001038	1
d5bbcfa20dba11ecb1e81171463288e9	30350570	1
d5bbcfa20dba11ecb1e81171463288e9	30159899	0
d5bbcfa20dba11ecb1e81171463288e9	30332528	0
d5bbcff20dba11ecb1e81171463288e9	30063871	1
d5bbcff20dba11ecb1e81171463288e9	30131882	0
d5bbcff20dba11ecb1e81171463288e9	30380007	0
d5bbd04c0dba11ecb1e81171463288e9	30118027	1
d5bbd04c0dba11ecb1e81171463288e9	30317181	1
d5bbd04c0dba11ecb1e81171463288e9	30167429	0
d5bbd04c0dba11ecb1e81171463288e9	30263760	0
d5bbd0920dba11ecb1e81171463288e9	30234488	1
d5bbd0920dba11ecb1e81171463288e9	30298695	0
d5bbd0920dba11ecb1e81171463288e9	30064405	0
d5bbd0e20dba11ecb1e81171463288e9	30176597	1
d5bbd0e20dba11ecb1e81171463288e9	30006084	0
d5bbd0e20dba11ecb1e81171463288e9	30156439	0
d5bbd13c0dba11ecb1e81171463288e9	30279242	1
d5bbd13c0dba11ecb1e81171463288e9	30387840	0
d5bbd13c0dba11ecb1e81171463288e9	30387109	0
d5bbd1820dba11ecb1e81171463288e9	30117960	1
d5bbd1820dba11ecb1e81171463288e9	30243840	0
d5bbd1820dba11ecb1e81171463288e9	30202106	0
d5bbd1dc0dba11ecb1e81171463288e9	30383415	1
d5bbd1dc0dba11ecb1e81171463288e9	30075859	0
d5bbd1dc0dba11ecb1e81171463288e9	30114107	0
d5bbd22c0dba11ecb1e81171463288e9	30171744	1
d5bbd22c0dba11ecb1e81171463288e9	30251929	1
d5bbd22c0dba11ecb1e81171463288e9	30369888	0
d5bbd22c0dba11ecb1e81171463288e9	30017990	0
d5bbd27c0dba11ecb1e81171463288e9	30020781	1
d5bbd27c0dba11ecb1e81171463288e9	30125031	0
d5bbd27c0dba11ecb1e81171463288e9	30139996	0
d5bbd2cc0dba11ecb1e81171463288e9	30293444	1
d5bbd2cc0dba11ecb1e81171463288e9	30064855	1
d5bbd2cc0dba11ecb1e81171463288e9	30031222	0
d5bbd2cc0dba11ecb1e81171463288e9	30001546	0
d5bbd31c0dba11ecb1e81171463288e9	30228521	1
d5bbd31c0dba11ecb1e81171463288e9	30200533	0
d5bbd31c0dba11ecb1e81171463288e9	30030467	0
d5bbd36c0dba11ecb1e81171463288e9	30303419	1
